publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,notes,publisher_name,publication_type,date_monograph_published_print,date_monograph_published_online,monograph_volume,monograph_edition,first_editor,parent_publication_title_id,preceding_publication_title_id,access_type,full_coverage,collection,discipline,catalog_identifier_oclc,catalog_identifier_lccn,archive_release_date,publication_date,grouped_id,lineage,parent,processed_date_first_issue_online,processed_date_last_issue_online,lineage_active_years,lineage_active_years_bin,coerced_date_first_issue_online,coerced_date_last_issue_online,unique_discipline,wikidata_url,wikipedia_url,wikidata_title,aggregated_disciplines,title_active_years,title_active_years_bin,unique_title_discipline,unique_lineage_discipline,discipline_count_per_title,discipline_count_per_lineage,processed_publisher_name,updated_discipline_count_per_lineage,qid,lineage_has_wiki,title_has_wiki
Economic Digest,0422-3012,,1960-04-01,3,1,1960-12-01,3,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/economicdigest,,economicdigest,,fulltext,,"Pakistan Institute of Development Economics, Islamabad",serial,,,,,,pakideverevi,,P,1960-04-01 - 1960-12-01,JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection,Business ; Business & Economics ; Development Studies ; Economics,704320612,2012-236383,2012-03-23,,economicdigest,economicdigest,pakideverevi,1960-04-01,1960-12-01,60,binned_2,1960-04-01,1960-12-01,True,http://www.wikidata.org/entity/Q26849491,,Economic Digest,Business ; Business & Economics ; Development Studies ; Economics,1,binned_0,True,True,4,4,"Pakistan Institute of Development Economics, Islamabad",4,Q26849491,True,True
Arizoniana,0883-346X,,1960-04-01,1,1,1964-12-01,5,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/arizoniana,,arizoniana,,fulltext,,Arizona Historical Society,serial,,,,,,jarizhist,,P,1960-04-01 - 1964-12-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XI Collection,History,562085929,,2013-03-15,,arizoniana,arizoniana,jarizhist,1960-04-01,1964-12-01,60,binned_2,1960-04-01,1964-12-01,True,http://www.wikidata.org/entity/Q26849236,,Arizoniana,History,5,binned_0,True,True,1,1,Arizona Historical Society,1,Q26849236,True,True
Bulletin (Archives of American Art),0884-674X,,1960-05-01,1,1,1962-06-01,2,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/bullarchamerart,,bullarchamerart,,fulltext,,The University of Chicago Press,serial,,,,,,quarbullarchamer,,P,1960-05-01 - 1962-06-01,JSTOR Essential Collection ; Arts & Sciences III Collection ; JSTOR Archival Journal & Primary Source Collection,American Studies ; Area Studies ; Art & Art History ; Arts,62266450,2005-237305,2005-11-13,,bullarchamerart,bullarchamerart,quarbullarchamer,1960-05-01,1962-06-01,59,binned_2,1960-05-01,1962-06-01,True,http://www.wikidata.org/entity/Q27725900,,Bulletin (Societe des naturalistes luxembourgeois),American Studies ; Area Studies ; Art & Art History ; Arts,3,binned_0,True,True,4,4,The University of Chicago Press,4,Q27725900,True,True
The American Economist,0569-4345,2328-1235,1960-05-01,4,1,2019-10-01,64,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/amerecon,,amerecon,P4Y,fulltext,,"Sage Publications, Inc.",serial,,,,,,,jomicchiepsi,P,1960-05-01 - 2019-10-01,JSTOR Archival Journal & Primary Source Collection ; Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection,Business ; Business & Economics ; Economics,38371916,2010-236555,2010-05-26,,jomicchiepsi,jomicchiepsi,amerecon,1960-05-01,2019-10-01,63,binned_2,1960-05-01,2019-10-01,True,http://www.wikidata.org/entity/Q15766515,,American Economist,Business ; Business & Economics ; Economics,60,binned_3,True,True,3,3,"Sage Publications, Inc.",3,Q15766515,True,True
Foro Internacional,0185-013X,2448-6523,1960-07-01,1,1 (1),2023-07-01,63,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/forointe,,forointe,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,El Colegio de Mexico,serial,,,,,,,,P,1960-07-01 - 2023-07-01,Arts & Sciences VI Collection ; JSTOR Archival Journal & Primary Source Collection ; Iberoamérica Collection,International Relations ; Political Science ; Security Studies ; Social Sciences,85446270,2010-250534,2010-06-16,,forointe,forointe,forointe,1960-07-01,2023-07-01,64,binned_2,1960-07-01,2023-07-01,True,http://www.wikidata.org/entity/Q27718767,,Foro internacional,International Relations ; Political Science ; Security Studies ; Social Sciences,64,binned_3,True,True,4,4,El Colegio de Mexico,4,Q27718767,True,True
Journal of Education for Librarianship,0022-0604,,1960-07-01,1,1,1984-04-01,24,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/jedulib,,jedulib,,fulltext,,Association for Library and Information Science Education (ALISE),serial,,,,,,jedulibinfosci,newsassoamerlibr,P,1960-07-01 - 1984-04-01,Arts & Sciences VI Collection ; JSTOR Archival Journal & Primary Source Collection,Library Science ; Social Sciences,567953058,2010-234976,2010-05-26,,newsassoamerlibr,repomeetassoamer,jedulibinfosci,1960-07-01,1984-04-01,115,binned_3,1960-07-01,1984-04-01,True,http://www.wikidata.org/entity/Q30120068,,Journal of Education for Librarianship,Library Science ; Social Sciences,25,binned_1,True,True,2,2,Association for Library and Information Science Education (ALISE),2,Q30120068,True,True
The British Journal of Criminology,0007-0955,1464-3529,1960-07-01,1,1,2017-11-01,57,6,https://www-jstor-org.proxy2.library.illinois.edu/journal/britjcrim,,britjcrim,P6Y,fulltext,,Oxford University Press,serial,,,,,,,britjdeli,P,1960-07-01 - 2017-11-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Criminology & Criminal Justice ; Law,42032538,00238245,2014-06-20,,britjdeli,britjdeli,britjcrim,1960-07-01,2017-11-01,69,binned_2,1960-07-01,2017-11-01,True,http://www.wikidata.org/entity/Q15767423,https://en.wikipedia.org/wiki/The_British_Journal_of_Criminology,British Journal of Criminology,Criminology & Criminal Justice ; Law,58,binned_3,True,True,2,2,Oxford University Press,2,Q15767423,True,True
STWP Review,2376-0761,2378-7686,1960-07-01,7,3,1966-10-01,13,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/stwpreview,,stwpreview,,fulltext,,Society for Technical Communication,serial,,,,,,techcomm,stwereview,P,1960-07-01 - 1966-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XIV Collection,Communication Studies ; Humanities ; Language & Literature ; Social Sciences,907682463,2015202445,2015-03-27,,stwereview,techwrit,techcomm,1960-07-01,1966-10-01,63,binned_2,1960-07-01,1966-10-01,True,http://www.wikidata.org/entity/Q55397525,,STWP Review,Communication Studies ; Humanities ; Language & Literature ; Social Sciences,7,binned_0,True,True,4,4,Society for Technical Communication,4,Q55397525,True,True
Phytopathologia Mediterranea,0031-9465,1593-2095,1960-08-01,1,1,2019-12-01,58,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/phytmedi,,phytmedi,P4Y,fulltext,,Firenze University Press,serial,,,,,,,,P,1960-08-01 - 2019-12-01,JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection ; Ecology & Botany II Collection,Botany & Plant Sciences ; Science & Mathematics,85447944,,2014-06-20,,phytmedi,phytmedi,phytmedi,1960-08-01,2019-12-01,60,binned_2,1960-08-01,2019-12-01,True,http://www.wikidata.org/entity/Q2027899,https://en.wikipedia.org/wiki/Phytopathologia_Mediterranea,Phytopathologia Mediterranea,Botany & Plant Sciences ; Science & Mathematics,60,binned_3,True,True,2,2,Firenze University Press,2,Q2027899,True,True
Bonplandia,0524-0476,1853-8460,1960-08-01,1,1,2023-01-01,32,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/bonplandia,,bonplandia,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Instituto de Botánica del Nordeste (IBONE),serial,,,,,,,,P,1960-08-01 - 2023-01-01,JSTOR Archival Journal & Primary Source Collection ; Iberoamérica Collection ; Life Sciences Collection ; Ecology & Botany II Collection,Botany & Plant Sciences ; Science & Mathematics,70153006,2010263384,2013-11-22,,bonplandia,bonplandia,bonplandia,1960-08-01,2023-01-01,64,binned_2,1960-08-01,2023-01-01,True,http://www.wikidata.org/entity/Q5732018,,Bonplandia,Botany & Plant Sciences ; Science & Mathematics,64,binned_3,True,True,2,2,Instituto de Botánica del Nordeste (IBONE),2,Q5732018,True,True
Hitotsubashi Journal of Social Studies,0073-280X,2436-0996,1960-08-01,1,1 (1),2023-01-01,54,1,https://www-jstor-org.proxy2.library.illinois.edu/journal/hitojsocistud,,hitojsocistud,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Hitotsubashi University,serial,,,,,,,annahitoacad,P,1960-08-01 - 2023-01-01,JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Arts & Sciences XIV Collection,Social Sciences ; Sociology,613762983,,2015-07-31,,annahitoacad,annahitoacad,hitojsocistud,1960-08-01,2023-01-01,201,binned_3,1960-08-01,2023-01-01,False,http://www.wikidata.org/entity/Q26849597,,Hitotsubashi Journal of Social Studies,Business & Economics ; Economics; Economics ; Management & Organizational Behavior; Management & Organizational Behavior ; Social Sciences ; Sociology,64,binned_3,True,True,2,5,Hitotsubashi University,5,Q26849597,True,True
Archive for History of Exact Sciences,0003-9519,1432-0657,1960-09-28,1,1,2019-11-01,73,6,https://www-jstor-org.proxy2.library.illinois.edu/journal/archhistexacscie,,archhistexacscie,P4Y,fulltext,,Springer,serial,,,,,,,,P,1960-09-28 - 2019-11-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences X Collection ; Mathematics & Statistics Collection,History ; History of Science & Technology ; Mathematics ; Science & Mathematics ; Science & Technology Studies,39966759,2007-233496,2011-10-07,,archhistexacscie,archhistexacscie,archhistexacscie,1960-09-28,2019-11-01,60,binned_2,1960-09-28,2019-11-01,True,http://www.wikidata.org/entity/Q4787264,https://en.wikipedia.org/wiki/Archive_for_History_of_Exact_Sciences,Archive for History of Exact Sciences,History ; History of Science & Technology ; Mathematics ; Science & Mathematics ; Science & Technology Studies,60,binned_3,True,True,5,5,Springer,5,Q4787264,True,True
Hitotsubashi Journal of Economics,0018-280X,2436-097X,1960-10-01,1,1,2023-06-01,64,1,https://www-jstor-org.proxy2.library.illinois.edu/journal/hitojecon,,hitojecon,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Hitotsubashi University,serial,,,,,,,annahitoacad,P,1960-10-01 - 2023-06-01,Business IV Collection ; JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Business & Economics Collection,Business & Economics ; Economics,562196854,,2015-07-31,,annahitoacad,annahitoacad,hitojecon,1960-10-01,2023-06-01,201,binned_3,1960-10-01,2023-06-01,False,http://www.wikidata.org/entity/Q15755826,,Hitotsubashi Journal of Economics,Business & Economics ; Economics; Economics ; Management & Organizational Behavior; Management & Organizational Behavior ; Social Sciences ; Sociology,64,binned_3,True,True,2,5,Hitotsubashi University,5,Q15755826,True,True
Art Journal,0004-3249,2325-5307,1960-10-01,20,1,2019-12-01,78,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/artj,,artj,P4Y,fulltext,,CAA,serial,,,,,,,collegeartj,P,1960-10-01 - 2019-12-01,JSTOR Essential Collection ; Arts & Sciences III Collection ; JSTOR Archival Journal & Primary Source Collection,Art & Art History ; Arts,38436076,2004-235618,2003-11-12,,collegeartj,parnassus,artj,1960-10-01,2019-12-01,93,binned_3,1960-10-01,2019-12-01,True,http://www.wikidata.org/entity/Q4796916,https://en.wikipedia.org/wiki/Art_Journal_(College_Art_Association_journal),Art Journal,Art & Art History ; Arts,60,binned_3,True,True,2,2,CAA,2,Q4796916,True,True
Le Mouvement social,0027-2671,1961-8646,1960-10-01,,33/34,2019-10-01,,269/270,https://www-jstor-org.proxy2.library.illinois.edu/journal/mouvementsocial,,mouvementsocial,P4Y,fulltext,,Sciences Po University Press,serial,,,,,,,actuhist,P,1960-10-01 - 2019-10-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VII Collection,History ; Social Sciences ; Sociology,85849240,2007-234116,2007-03-14,,actuhist,bullannuinstfran,mouvementsocial,1960-10-01,2019-10-01,70,binned_2,1960-10-01,2019-10-01,True,http://www.wikidata.org/entity/Q3224839,https://en.wikipedia.org/wiki/Le_Mouvement_social,Le Mouvement Social,History ; Social Sciences ; Sociology,60,binned_3,True,True,3,3,"Editions l'Atelier,Sciences Po University Press",3,Q3224839,True,True
Politische Vierteljahresschrift,0032-3470,1862-2860,1960-10-01,1,1,2019-12-01,60,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/polivier,,polivier,P4Y,fulltext,,Springer,serial,,,,,,,pvsliteratur,P,1960-10-01 - 2019-12-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XIV Collection,Political Science ; Social Sciences,60625243,,2015-05-29,,pvsliteratur,pvsliteratur,polivier,1960-10-01,2019-12-01,69,binned_2,1960-10-01,2019-12-01,True,http://www.wikidata.org/entity/Q2101528,,Politische Vierteljahresschrift,Political Science ; Social Sciences,60,binned_3,True,True,2,2,Springer,2,Q2101528,True,True
Administrative Law Review,0001-8368,2326-9154,1960-10-01,13,,2019-10-01,71,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/adminlawrev,,adminlawrev,P4Y,fulltext,,American Bar Association,serial,,,,,,,adminlawbull,P,1960-10-01 - 2019-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Law,60355875,2009-268196,2013-04-10,,adminlawbull,adminlawbull,adminlawrev,1960-10-01,2019-10-01,72,binned_2,1960-10-01,2019-10-01,True,http://www.wikidata.org/entity/Q4683470,https://en.wikipedia.org/wiki/Administrative_Law_Review,Administrative Law Review,Law,60,binned_3,True,True,1,1,American Bar Association,1,Q4683470,True,True
Bulletin of the American Group. International Institute for Conservation of Historic and Artistic Works,0535-0867,,1960-11-01,1,1,1972-04-01,12,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/bullamergrouinte,,bullamergrouinte,,fulltext,,"Taylor & Francis, Ltd.",serial,,,,,,bullamerinstcons,,P,1960-11-01 - 1972-04-01,JSTOR Essential Collection ; Arts & Sciences III Collection ; JSTOR Archival Journal & Primary Source Collection,Art & Art History ; Arts,58423902,2005-236640,2005-03-09,,bullamergrouinte,bullamergrouinte,bullamerinstcons,1960-11-01,1972-04-01,56,binned_1,1960-11-01,1972-04-01,True,,,,Art & Art History ; Arts,13,binned_1,True,True,2,2,"Taylor & Francis, Ltd.",2,,True,False
RQ,0033-7072,,1960-11-01,1,1,1997-07-01,36,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/rq,,rq,,fulltext,,American Library Association,serial,,,,,,rasdupdate,messmars,P,1960-11-01 - 1997-07-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XI Collection,Bibliography ; Humanities,565337388,2013-221135,2012-06-15,,messmars,messmars,rasdupdate,1960-11-01,1997-07-01,89,binned_2,1960-11-01,1997-07-01,True,http://www.wikidata.org/entity/Q109158696,,RQ,Bibliography ; Humanities,38,binned_2,True,True,2,2,American Library Association,2,Q109158696,True,True
"Sankhyā: The Indian Journal of Statistics, Series B (1960-2002)",0581-5738,,1960-12-01,23,1/3,2002-12-01,64,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/sankhyaseriesb,,sankhyaseriesb,,fulltext,,Indian Statistical Institute,serial,,,,,,sankhyaseriesa,sankhya,P,1960-12-01 - 2002-12-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Arts & Sciences VII Collection ; Mathematics & Statistics Collection,Science & Mathematics ; Statistics,58968033,2005-242043,2008-12-05,,sankhya,sankhya,sankhyaseriesa,1960-12-01,2002-12-01,142,binned_3,1960-12-01,2002-12-01,True,http://www.wikidata.org/entity/Q7418720,https://en.wikipedia.org/wiki/Sankhya_(journal),Sankhya,Science & Mathematics ; Statistics,43,binned_2,True,True,2,2,"Indian Statistical Institute,Springer",2,,True,True
Illinois Agricultural Economics,0019-1833,,1961-01-01,1,1,1978-07-01,18,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/illiagriecon,,illiagriecon,,fulltext,,Oxford University Press,serial,,,,,,nortcentjagrieco,,P,1961-01-01 - 1978-07-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VII Collection ; Business & Economics Collection ; Business II Collection,Business ; Business & Economics ; Economics,58840115,2003-236634,2005-04-13,,illiagriecon,illiagriecon,nortcentjagrieco,1961-01-01,1978-07-01,57,binned_2,1961-01-01,1978-07-01,True,http://www.wikidata.org/entity/Q1835260,https://en.wikipedia.org/wiki/Applied_Economic_Perspectives_and_Policy,Applied Economic Perspectives and Policy,Business ; Business & Economics ; Economics,18,binned_1,True,True,3,3,Oxford University Press,3,Q1835260,True,True
Management International,0942-8771,,1961-01-01,1,1,1966-01-01,6,1,https://www-jstor-org.proxy2.library.illinois.edu/journal/manainte,,manainte,,fulltext,,Springer,serial,,,,,,manainterev,,P,1961-01-01 - 1966-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences X Collection ; Business & Economics Collection ; Business III Collection,Business ; Business & Economics ; Economics ; Management & Organizational Behavior,608786028,2010-234968,2010-04-23,,manainte,manainte,manainterev,1961-01-01,1966-01-01,60,binned_2,1961-01-01,1966-01-01,True,http://www.wikidata.org/entity/Q1888579,https://en.wikipedia.org/wiki/Management_International_Review,Management International Review,Business ; Business & Economics ; Economics ; Management & Organizational Behavior,6,binned_0,True,True,4,4,Springer,4,Q1888579,True,True
The Centennial Review,0162-0177,2375-4869,1961-01-01,5,1,1999-10-01,43,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/centrevi,,centrevi,,fulltext,,Michigan State University Press,serial,,,,,,crnewcentrevi,centreviartsscie,P,1961-01-01 - 1999-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XIII Collection,American Studies ; Area Studies ; Humanities ; Language & Literature ; Philosophy,567527150,,2014-09-19,,centreviartsscie,centreviartsscie,crnewcentrevi,1961-01-01,1999-10-01,62,binned_2,1961-01-01,1999-10-01,True,http://www.wikidata.org/entity/Q27715702,,The Centennial review,American Studies ; Area Studies ; Humanities ; Language & Literature ; Philosophy,39,binned_2,True,True,5,5,Michigan State University Press,5,Q27715702,True,True
Studia Hibernica,0081-6477,2397-4532,1961-01-01,,1,2017-01-01,,43,https://www-jstor-org.proxy2.library.illinois.edu/journal/studhibe,,studhibe,P6Y,fulltext,,Liverpool University Press,serial,,,,,,,,P,1961-01-01 - 2017-01-01,Ireland Collection ; JSTOR Archival Journal & Primary Source Collection,Humanities ; Language & Literature ; Linguistics ; Social Sciences,438325255,2009-235678,2009-09-23,,studhibe,studhibe,studhibe,1961-01-01,2017-01-01,57,binned_2,1961-01-01,2017-01-01,True,http://www.wikidata.org/entity/Q7628020,https://en.wikipedia.org/wiki/Studia_Hibernica,Studia Hibernica,Humanities ; Language & Literature ; Linguistics ; Social Sciences,57,binned_3,True,True,4,4,Liverpool University Press,4,Q7628020,True,True
L'Homme,0439-4216,1953-8103,1961-01-01,1,1,2023-01-01,,245,https://www-jstor-org.proxy2.library.illinois.edu/journal/homme,,homme,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,EHESS,serial,,,,,,,,P,1961-01-01 - 2023-01-01,Arts & Sciences VI Collection ; JSTOR Archival Journal & Primary Source Collection,Anthropology ; Social Sciences,60463674,2010-234985,2010-05-26,,homme,homme,homme,1961-01-01,2023-01-01,63,binned_2,1961-01-01,2023-01-01,True,http://www.wikidata.org/entity/Q3203581,https://en.wikipedia.org/wiki/L%27Homme,L'Homme,Anthropology ; Social Sciences,63,binned_3,True,True,2,2,EHESS,2,Q3203581,True,True
